date      Food   Beer   Smoke  Games  Books  Hshld  Clths  Hlth   Chems  Txtls  Cnstr  Steel  FabPr  ElcEq  Autos  Carry  Mines  Coal   Oil    Util   Telcm  Servs  BusEq  Paper  Trans  Whlsl  Rtail  Meals  Fin    Other
199706   6.54   0.07   2.67   1.47   6.10   4.17   3.60   8.88   6.18   2.35   5.46   4.39   6.25   6.82   3.10   3.83   1.03   2.88   1.31   3.05   3.78   3.39   0.97   3.38   2.44   1.92   6.59   1.14   6.17   4.33
199707   5.71   1.85   1.30   1.73   4.86   4.43   3.11   2.04   7.05   3.02   9.39  10.20   9.53   8.63   8.11   8.29   1.83  10.80   7.44   2.80   2.69   7.89  18.85   5.80   8.06   5.11   8.86   7.39  10.64   3.21
199708  -4.15 -12.61  -3.04  -2.50  -2.55  -8.26  -6.18  -6.13  -4.54   0.76  -6.08  -1.77   1.05  -9.44   1.41  -7.31   0.69  -5.22   0.28  -1.16  -2.48  -2.41  -0.66  -3.09  -4.14   1.30  -2.91  -5.07  -5.63  -0.59
199709   6.39   8.11  -2.78   5.14   7.21   5.11   5.07   6.60   0.57   6.18   4.86   1.14   0.80   8.44   5.71   3.54   5.51  -4.38   6.30   4.64   9.65   3.83   3.96   1.74   8.62   3.81   5.40   5.80   8.11   5.34
199710  -1.53  -5.95  -4.16  -0.24  -1.00  -3.71  -7.95   0.16  -4.27  -4.01  -2.88  -7.65  -8.51  -5.27  -3.82 -11.28 -14.39 -17.21  -1.98   0.92   3.07  -3.04 -10.85  -5.98  -1.44  -1.59  -1.67  -5.49  -1.94  -9.78
199711   7.49   7.29   8.65   7.44   3.93   5.53   1.48   2.84   3.15  -0.95   2.57  -3.49  -2.84  12.05  -2.20   6.08 -10.40  -7.03  -3.53   7.15  10.50   2.63   0.66   2.82  -0.86   1.41   6.57   3.31   3.61   2.31
199712   3.23   4.20   5.38   2.52   6.22   2.98  -8.97   3.55  -0.16   0.63   3.81   1.55  -0.82  -0.13   4.79  -1.96  -5.41   3.59  -1.47   7.95   4.52  -0.45  -4.73  -6.42   2.03  -0.12  -0.69  -1.26   5.88   6.34
199801  -3.80  -2.03  -7.35   6.33  -0.66   0.80   0.41   5.73  -2.50   0.14   0.65   2.41  -2.66   4.77   0.82   0.90  -1.07 -10.73  -5.73  -4.39   4.71   3.61   5.07   2.03  -0.23  -0.69   1.74  -1.82  -2.86  -3.31
199802   4.45   4.69   4.50   5.86   6.31   9.10  11.62   5.47   8.10   4.11   8.60   5.83  11.02   1.49  12.36  12.12   2.29   8.78   6.83   2.64   2.66  10.71   9.71   5.84   3.95   7.92  11.01  11.48   8.82   7.30
199803   4.23  12.45  -3.26  -0.35   5.32   4.24   4.26   3.61   5.58   7.35   8.51   3.39   2.74   9.68   6.18  -0.02  10.56   5.66   4.78   6.77   9.80   8.20  -2.14   2.53   6.92   3.29   7.18   6.28   5.72   5.06
199804  -3.21  -3.08 -10.83   8.58   1.62   1.06   2.71   1.90   2.78   1.49  -1.92   3.59   1.54  -1.15   1.60   0.90   3.62   0.94   3.80  -2.51  -3.05  -0.57   7.51   2.44  -3.03   2.19  -0.15   0.88   1.86   4.71
199805   1.08   2.88   0.59  -6.51  -0.77  -1.21  -0.78  -2.46   1.12  -2.66  -3.18  -7.26  -6.15  -2.51   9.69  -2.99 -12.14  -1.67  -4.21  -0.88  -1.52  -6.09  -7.02  -4.75  -4.80  -3.59   3.89   1.13  -2.31  -3.37
199806  -0.25   6.71   5.52  -2.49   5.97   3.67   2.15   6.16  -3.37  -7.15  -0.48  -1.83  -5.87   6.51   2.35  -2.35  -5.41  -2.22  -1.33   2.84   3.19  13.44   4.61  -6.97   0.99  -0.06   6.56  -0.05   3.50   2.61
199807  -7.77  -4.49  10.37  -2.40  -2.70  -3.48 -10.18  -0.22  -8.97  -9.61  -5.55  -6.40  -9.65  -2.07  -1.04  -5.35  -7.16   8.52  -7.02  -5.35   3.79  -5.11   3.67  -6.73  -6.08  -3.63  -2.51  -4.26  -1.00  -3.02
199808  -8.96 -19.76  -5.20 -22.35 -10.41 -10.92 -22.15 -12.25 -11.87 -14.85 -19.08 -18.39 -19.29 -11.22 -19.92 -19.48 -19.79 -24.69 -10.01   2.29 -11.81 -18.08 -17.40 -15.15 -16.68 -17.64 -13.22 -14.92 -22.15 -18.19
199809   4.37  -5.02  12.46  -1.32  -0.33  -5.11   2.53  12.01   0.68  -5.49  -1.06   9.01   1.48  -0.05   2.52   5.91  35.44   5.20  13.22   7.96  10.14  15.48  13.20   5.12   1.84  10.66  -0.47   0.72   2.03   7.99
199810   9.20  15.76  10.82   7.04   7.38  18.54   6.87   3.85   1.68   2.96  11.72   8.09  13.36  10.10  11.91  14.25   1.08   2.96   1.22  -1.77   6.72   0.67  10.28   9.54   8.09   3.98  12.40  10.62  10.01   7.66
199811   4.34   5.79   9.15  12.61   8.37   1.09   3.36   6.17   4.47   9.72   3.90  -2.08   3.87   3.96   4.81   9.17  -0.63   6.11   0.35   1.35   3.68  12.78  10.24   6.33   2.94   2.53  11.05   3.65   6.35  -0.63
199812  -1.64  -0.31  -3.04  -2.99   9.44   5.40   3.80   5.02  -4.58   5.57   4.80  -0.81  -0.24  12.00   4.21  -5.47  -1.76  22.61  -1.66   2.82  14.35  14.92  14.10  -0.17   3.86   3.85  10.36   7.16   3.23  -0.99
199901  -3.79  -1.65 -12.21   8.18  -0.97  -2.09   6.97   0.24  -5.21  -7.65   9.55   3.80   5.17   2.60   7.38   0.16  -2.85  19.16  -6.24  -6.27   8.71  14.60  13.22  -2.78   0.80  -0.73   3.60   1.41   0.53  -6.28
199902  -3.75  -1.34 -15.97   4.92  -0.17  -1.27   1.95   0.23   1.13  -8.39  -7.07  -5.42  -3.12  -4.54  -4.83   3.60  -1.37   6.28  -3.51  -3.77  -2.91  -9.64 -12.26  -1.61  -1.11  -7.03  -1.03   6.84   0.62   0.83
199903  -3.30  -1.65  -8.93  -4.74   2.94   4.95   1.49   2.56   3.49  -6.52   5.25  -2.49   2.28   9.21  -1.37   4.42   0.00  29.83  14.81  -1.71  -0.69  12.06   5.14   1.51   3.03  -2.98   3.70   3.42   3.03  -2.14
199904   0.99   5.03   0.07   4.81   5.79   4.23   8.60  -5.54  22.05   9.07   3.74  30.67  16.29  -2.89  10.52  14.46  20.88  22.95  15.57   7.18   8.29  -2.38   6.43  20.12  11.62   5.20  -0.34  -0.10   6.28  17.42
199905   3.88  -0.63   9.96  -5.44  -1.46  -3.01  -2.55  -2.04  -5.81   2.41  -1.47  -7.39  -1.76  -2.56  -6.02  -1.95 -10.26 -12.25  -2.68   6.73   1.04  -2.54   0.33  -3.90  -4.84   2.85  -3.43  -6.94  -3.61  -0.09
199906   0.69  -4.31   4.86   5.47   4.03   1.33   1.59   4.50   2.51   3.56  -6.27   8.84   9.39  10.54  -1.27   6.88   8.82 -23.06  -0.50  -4.29   5.84   8.87  13.10   3.65   0.96   5.47   8.93   3.52   2.83   3.27
199907  -3.90   0.26  -6.88  -6.34  -0.42  -1.06  -9.78  -4.44  -0.01  -3.77  -1.18  -1.15  -1.62  -2.90  -7.23   0.01  -8.77 -10.65   2.04  -0.48  -1.61  -6.49   2.37   0.31  -2.21  -0.74  -6.21  -2.59  -5.77 -17.70
199908  -2.29  -3.85   0.55  -2.13  -9.44   2.62 -11.10   3.73  -5.79  -8.50  -2.77  -0.43  -1.88   2.31   4.28  -2.33   0.32  11.45   1.53   0.55  -7.58   1.40   7.93  -3.93  -8.22  -4.85  -6.28  -4.10  -5.28  -8.18
199909  -4.72 -14.94  -6.91  -3.24   1.33  -9.76   5.27  -7.09  -5.44 -13.57 -10.20  -2.54  -1.26   4.75  -6.75  -6.11   5.45 -11.02  -3.62  -4.37   4.43   3.06  -2.63  -3.62  -6.25  -5.17   2.77   1.76  -5.32  -6.63
199910   8.70  16.41 -24.93   1.37  10.15  11.53   0.37  10.79   2.22   2.56   0.39   0.79   2.41  12.44   2.80   0.03  -4.39  24.43  -2.42   2.24   9.50   2.89   3.41   4.56   7.55  -7.01   6.30  -4.49  13.97  -8.71
199911  -6.72   8.85   3.52   6.36  -8.09   0.12 -10.26   1.49  -0.70   2.15   2.75   7.24   0.02  -3.46  -3.03  -4.37   1.33  -1.47   3.94  -7.39   4.34  10.25  14.34  -0.43  -5.17   4.96   4.13   4.78  -3.56  -1.54
199912  -5.67  -8.83 -10.15   7.21  12.76   4.17   4.00  -5.64   6.62   2.54   3.85  22.02  11.34  17.52   2.91   3.44   6.74  19.73  -0.31  -2.24   4.18  23.82  17.87   6.69   0.07   7.02   8.24  -7.28  -1.06   9.46
200001  -8.29  -2.28  -8.62   2.18  -0.92  -6.51 -11.50   7.54  -9.33  -7.65 -10.80  -2.77  -0.48 -12.52  -0.59  -9.30  -5.94  40.52  -1.39   6.06  -3.98  -9.68  -0.64  -8.80  -9.65   7.59 -14.51  -7.39  -4.41  -3.93
200002  -6.89 -11.64  -4.01  -2.10  -0.71 -11.57 -12.73  -2.92  -7.25  -5.84  -6.36   6.84   8.87  -0.81  -8.21  -7.01  -3.55  -3.45  -5.85  -7.26  -3.47   7.54  25.08 -11.41  -5.37   1.76  -3.93 -12.03  -8.60  -1.31
200003   9.69   0.13   5.11  10.47  12.93 -14.26  25.38   0.30  12.16   5.30  12.27   3.49   5.59  16.98   9.64  10.01   3.94  -7.24  13.74   5.77   7.52   2.72   4.57   8.47  12.86   7.03  14.38  15.98  16.67  -0.43
200004  -3.90   3.68   3.79   2.20  -7.34   4.29   4.30   5.28  -3.72   6.45   1.33  -0.84   5.20   0.56  11.81   5.12  -4.75 -15.33  -0.94   7.60  -7.87 -16.50  -6.30  -1.20   3.48  -2.60  -5.60   3.82  -3.90   9.59
200005  15.65  11.87  19.51   1.25  -5.93   2.79  -5.04   3.95  -0.10  -3.23  -7.10  -4.92 -10.32   0.40 -15.39  -0.69   1.12 -12.62  10.98   3.90 -10.43  -8.96 -11.65  -1.41  -3.56   1.30  -3.04  -4.21   5.11   5.69
200006   2.34   6.05   2.96   0.14  -0.10  -2.53  -6.77  11.52  -6.49  -9.90  -1.57  15.33   1.23   0.68 -12.14 -10.37  -5.27  14.80  -6.36  -4.76   4.19  11.31  13.48  -5.46  -1.99  -2.07  -2.14  -3.76  -4.18   1.17
200007  -0.88   6.57  -4.47  -1.38  -1.19  -2.64   5.98  -6.16  -0.04   4.83  -2.84  -6.00  -5.91  -0.26   4.60   7.01  -6.62  11.38  -2.58   4.43  -7.36  -7.82  -3.33   4.53   6.57   4.02  -2.09  -1.96   8.83  -1.32
200008  -2.66 -10.84  19.12   5.67   2.82   3.50   2.53   3.54   1.87  -3.68   5.76  24.57   9.02   6.93   4.97  10.23   5.04  17.76   8.71  11.73  -1.04  10.77  12.84   2.02  -3.55  10.37  -5.26  -0.69  10.39  13.03
200009   4.90   5.46   0.87  -8.18  -0.67  -1.75  -1.23   3.71  -4.77   5.55  -3.54 -12.11 -16.21 -10.73  -5.02   7.43  -6.00 -13.72   4.61   9.63  -4.02  -9.16 -17.88  -5.78  -1.21   4.10   2.55   1.58   2.21  -1.14
200010   6.07   8.99  22.87  -4.92  -1.78   9.98   4.27   2.62   4.90  -3.06   6.18 -12.04  -4.48 -10.54   2.19  14.16  -4.34   7.16  -2.91  -2.25  -0.35  -6.98  -6.62  10.72   7.51  -3.21  -1.73   4.32  -0.48  -5.17
200011   4.44   4.20   4.15 -14.21  -5.27   0.16   4.07   0.81  -0.84  -0.46  -2.42 -15.66  -9.73  -9.48 -13.21  -0.74   4.01   9.24  -2.55   3.10 -15.59 -19.32 -24.77  -0.15   0.83  -6.62  -0.70   5.12  -5.48  -8.10
200012   5.51  -2.57  17.02   4.44  10.41   3.15  15.85   3.53  12.20   6.56  12.15   1.87   9.11   6.21   1.48   0.07   5.41  44.04   7.49   6.58  -4.23  -6.44  -8.13  11.33   2.32  12.93   4.31   2.39  10.08  -0.89
200101  -4.17  -4.75   0.10  15.85   2.81  -3.97   3.64  -8.96  -4.13  13.61  -1.08   5.92  11.09   3.32  14.89  -5.65   1.80  -2.48  -3.40 -10.77  14.27  18.21  14.02  -4.13   5.60  -1.88   9.95  -3.76  -0.40  -3.31
200102   1.30  -6.25   9.48  -3.35   0.13  -1.08 -11.70  -0.48  -1.03  -1.56   0.54 -23.39  -9.24 -14.26  -0.78   3.36   2.27  23.09  -0.06   6.24  -9.95 -15.86 -31.58   2.40  -6.56  -4.68  -6.21  -0.04  -5.33   1.39
200103  -3.36  -9.39  -0.11  -8.00  -6.58  -8.86  -1.20  -8.44  -4.91  -4.12  -1.53  -8.41  -1.89 -11.88  -2.28  -9.27  -2.32  18.90  -0.23   1.64  -5.86 -12.81 -13.80  -6.01  -1.15  -5.60  -2.03  -5.01  -3.20  -7.66
200104  -1.73  -2.20   5.59  13.20   4.92   1.77   6.86   3.98   6.41   5.63   2.94  13.33  14.61  10.75   7.17  12.64   6.63   8.44  10.07   5.46   2.67  18.80  15.78   5.62   3.02   8.17   4.98   6.84   4.09  12.77
200105   2.61   4.71   2.27  10.05   3.32   5.38   3.66   3.02   2.59   2.26   1.93   0.24  -0.10   3.97  -4.28   2.40  10.64 -13.58   0.19   0.01  -1.32   1.27  -6.48   1.77   4.69  -0.75   1.64   4.19   3.78   1.29
200106  -0.87  -4.94  -0.57  -1.46   0.79   0.85  -2.45  -2.87  -2.39   3.78   0.05  -7.02  -4.44  -7.86   4.30 -13.64  -4.40 -16.55  -7.46  -6.22  -3.07   4.07  -1.57  -4.43  -2.99  -2.09  -2.50  -3.78   0.73  -0.74
200107   3.37   0.80  -9.19  -6.42  -0.43   4.34   0.59   2.33  -3.37   8.86  -0.19  -2.16  -2.49  -4.76   3.75   3.38  -6.25 -15.65  -2.14  -3.80  -0.73  -9.79  -4.38   5.54  -0.21   0.32   5.41   3.89  -0.69  -9.04
200108   3.22   6.10   4.66   0.76  -4.24   1.02  -3.46  -3.11  -0.99  -2.56   0.30  -6.14  -5.33  -2.64 -14.21  -5.61   2.28   7.31  -3.55   0.68  -9.26 -12.98 -11.14  -1.67  -4.31  -4.56  -8.37   1.18  -5.65  -5.22
200109   0.45  -3.22   2.92 -16.39  -8.18  -5.22 -16.91  -0.58  -9.59 -17.80 -13.99 -22.00 -19.78 -13.43 -17.80 -24.14  -2.74 -15.78  -5.53  -6.10  -2.46 -12.96 -24.43  -8.64 -14.81  -8.82  -9.80 -13.40  -5.92 -11.18
200110   1.25   1.34  -2.82   8.04   0.02   1.16   7.58   1.18   3.42   5.58   5.85   2.42  10.64   2.62  -2.31   4.28  -4.24  29.31   4.45   1.36  -9.42  10.76  19.45   0.96   3.12  -7.06   3.41   2.86  -1.39  -0.85
200111   0.60   0.01   1.19  10.52   9.57   6.01   9.65   5.04  10.96   7.08   6.96  15.73   7.78   9.99  17.84   8.07   4.52 -14.33  -3.99  -1.32   6.03  11.27  20.26   9.48  11.62  -3.62  13.05   5.89   7.15   5.75
200112   2.61   1.62  -1.72   4.62   3.58   1.72   7.18  -2.89  -1.01  12.67   8.25  -2.61   6.50   5.31  -4.07   5.17   3.92   9.95   5.88   4.24   2.75   3.40  -3.95   2.44   1.58   0.84   4.98   4.12   2.90   4.40
200201   2.41  -3.76   8.45   4.25   0.56   2.61   5.43  -2.36  -1.30   3.57   0.84  -0.21   2.10   1.14   3.19   5.41   1.27  -9.24  -2.78  -4.03  -7.22  -4.12   3.36   0.06   6.70   3.19   2.09   6.29  -1.30  -6.49
200202   1.91   8.14   5.04   1.93   7.06   2.57  -0.98  -0.49   4.66   6.59   4.61  -0.02   3.87  -0.60   5.64   8.31   4.09  -0.70   5.50  -0.38  -2.39  -7.80 -16.61   5.17   1.91  -2.39   0.32  -1.32  -1.13   2.66
200203   1.15   8.30   1.58   8.06   5.00   4.60   4.93   0.46   5.17   2.00   1.99   6.03   9.86   5.21   7.90   3.10   8.14  14.67   7.58   9.98   0.33   3.78   9.55   2.00   3.09   5.41   1.54   5.43   6.50  -0.54
200204   2.20   5.03   3.29   4.48  -2.08   0.16   1.47  -7.57  -5.07   8.69   3.52  -7.07  -2.47  -1.25   1.52  -3.35   0.39  -7.14  -4.60   0.10 -12.70 -13.65  -8.19   2.35  -4.64  -1.18  -2.19   3.98  -1.35 -12.19
200205   2.53  -0.50   4.53  -3.99  -0.41  -0.16  -1.77  -2.23   1.78   0.78  -1.67   0.28  -4.35   2.33   0.97   0.56   6.64   5.54  -0.80  -5.99   2.98  -4.12  -3.07   0.33  -0.13  -5.64  -1.26   0.02  -0.22  -1.21
200206  -3.17  -0.27 -22.05  -6.49  -4.21  -2.95  -1.75  -9.60  -1.06  -3.94  -2.19  -5.27  -7.44  -7.28  -9.44  -0.38  -8.42  -6.33   0.01  -5.28 -14.39  -5.83 -18.58  -2.68  -0.13  -6.00  -5.14  -4.29  -4.67  -4.58
200207  -9.13  -7.28   4.07 -14.90  -5.28  -2.62  -9.89  -2.55  -9.27 -22.49 -10.57 -20.34 -14.27  -8.78 -12.92  -8.25  -9.69 -30.20 -11.60 -12.00 -11.69 -10.40  -9.03  -5.93  -5.06 -10.87 -11.96  -9.56  -7.38   4.81
200208   0.06   2.39   8.92   4.54   3.32   1.70  -2.04   0.65   1.89  -2.88  -1.93  -4.95  -0.77  -0.58  -1.80  -9.64   5.30   9.82   0.53   3.42   0.34   1.64  -3.36  -0.69  -2.06   4.50   1.98  -3.63   2.06  -3.91
200209  -4.90  -5.53 -21.27  -4.85  -3.61  -2.58  -5.60  -5.86 -11.14  -7.55  -9.79 -18.49  -9.90  -9.04 -13.49  -9.48  -8.00  -8.14  -8.16 -10.80  -9.32 -14.25 -17.66 -10.22  -5.15  -6.37  -9.49 -13.44 -10.86 -14.64
200210   8.04  -0.40   4.90  10.90   5.62   3.09   8.97   5.69   5.72   3.86   3.18   6.66   9.80   5.76  -9.39  -0.10  -8.11   4.16   3.20  -0.63  21.34  19.32  15.22   3.90   2.59   5.31   6.44  -0.31   7.54   1.12
200211  -0.55  -3.06  -6.59   9.13  -1.00  -2.01   4.77   3.71   9.42  10.85   4.96  18.28  12.04  11.56  17.84   7.13   6.13  10.31   2.99   1.57  11.83  10.35  21.28   7.61   4.54  -3.13   2.89   5.78   3.53   5.98
200212   0.70  -3.20   8.98 -13.81  -1.06  -0.06  -4.75  -4.05  -4.28  -4.64  -1.96 -10.40  -9.18  -3.74  -9.03  -2.80   9.15  12.11   0.74   3.85  -9.07  -8.62 -16.13  -5.16  -1.19  -2.60  -8.02  -5.30  -4.46  -7.02
200301  -5.90  -5.85  -6.25  -7.86   1.12  -2.45  -3.89  -0.59  -6.03  -3.81  -3.55  -5.06  -5.72  -4.99  -2.54  -3.47  -0.59 -14.24  -2.38  -3.24  -3.48  -2.03  -0.98  -1.45  -5.14  -2.18  -5.09  -5.87  -1.33  -5.14
200302  -5.18  -0.83   1.24  -1.77  -4.82  -2.83  -2.35  -1.94  -4.21  -4.01   0.20   2.28   1.86  -0.32  -6.33  -8.59  -6.48  14.54   1.81  -3.94  -6.44  -1.43   3.49  -1.61  -3.29  -3.39  -0.51  -4.69  -3.06   1.57
200303  -0.56   1.00 -19.68   0.30  -2.22   6.50   6.38   3.79   3.43  -0.90   0.94  -3.26  -1.82  -3.59  -3.84  -5.47  -2.92  -3.51   1.55   4.30  -0.57   0.89  -2.26   0.78   3.36  -0.50   5.48   5.13   0.01   5.05
200304   4.84   2.20   2.71  14.43   8.15   3.46   7.16   4.32   9.97  11.96   7.59  10.36   8.66  10.71  19.07   9.08   6.56   2.27  -0.49   7.28  11.17   7.99  10.69   3.20  10.37   6.24   9.69   9.09  11.22  13.70
200305   5.10  10.20  32.47   6.66   6.51   2.86   4.24   3.90   0.84   4.31  10.59  13.01   6.10   6.78   3.72  11.35  11.52  25.44   8.45  10.10   6.22   5.67  13.74   2.70   3.95   6.88   2.50   7.65   5.72  -0.99
200306   0.71   0.81  10.91   4.95  -1.57  -2.52  -0.74   4.12  -1.10  -1.91   0.06   2.21   2.47  -0.11   3.25   6.42   5.77   0.71  -1.01   0.73   1.96   0.78   0.11   1.30   0.38   4.22   2.78   6.78   0.59   0.71
200307  -1.52  -1.82 -11.30  -0.70  -1.16   0.91   2.95   0.60   7.89  13.49   0.62   6.90  10.01   7.53   6.09   4.30  11.13 -12.55  -2.47  -5.19  -1.63   2.87   8.51   4.74   0.85  -0.84   4.33   2.26   4.53   0.24
200308   0.75  -2.03   2.53   4.89   0.90   1.03   5.62  -2.54   1.68   6.36   5.66   4.65   7.61   6.63   8.41   7.98   8.77   7.50   6.13   1.92   1.36   3.48   8.22   3.69   1.32   3.17   7.94   1.07  -0.74   3.58
200309   1.64  -1.55   8.10  -2.77  -0.03   2.11  -0.84   0.24  -6.02  -2.96  -0.08  -3.31  -7.83  -6.04  -5.02  -6.78   1.40  -2.34  -2.15   3.87  -5.66   0.64  -2.52  -2.11  -0.77   0.51  -5.82   1.94   0.65  -0.23
200310   3.55   5.70   6.14   4.19   7.58   4.46  11.59   0.73   6.63   3.29  10.54  19.24  12.75   9.87   9.08  11.09  14.14   9.76   1.55   1.55   6.69   3.22  13.13   7.87  10.02   4.79   9.86   6.89   7.06  -0.90
200311   3.05   2.35  11.59   4.73   2.12  -0.86   3.44   1.63   2.86  -0.78   3.99   3.54   4.00   7.42   3.81  -0.30  11.10   1.59   0.62   0.95  -0.60   0.78   3.05   0.98  -0.73   4.43  -0.47   3.86   0.72   0.02
200312   1.73   6.63   5.67   5.77   2.86   2.31   0.90   5.69   9.56   1.18   4.54  10.86   3.49   5.42  15.52  10.92   4.66  26.48  13.42   5.81   7.35   4.46   0.10   9.02   1.65   3.34  -3.24  -0.36   4.27   8.23
200401   1.13  -2.90   2.05   0.25   1.36   2.19  -1.34   3.04  -1.95   1.37  -2.23  -0.16  -1.54  -0.48  -3.35   2.42  -9.90  -7.38   0.33   1.91   1.43   3.86   4.89  -3.44  -3.93   2.95  -0.20   0.48   3.34   6.06
200402   6.04   2.59   3.82   1.18   1.06   2.99   5.74   0.91   2.68  10.38   6.81   6.45   0.51  -2.59  -1.47  -0.72   4.44   7.11   4.51   2.09  -0.77  -3.10  -2.74   3.51   0.20   2.26   6.75   7.11   2.79  -1.97
200403   1.01  -0.21  -4.03   1.42  -0.20   1.56   3.33  -3.90  -1.68  -2.36   3.53  -4.46   1.14  -0.48  -1.90  -4.73   3.00   6.95  -0.10   1.18  -2.41  -1.55  -2.47   0.58  -0.54   2.18  -0.13   0.76  -0.65  -4.74
200404   3.09   0.38   1.91  -2.36  -0.08   2.22  -2.13   3.58  -0.63  -3.35  -4.34  -8.77  -2.54  -1.77   3.59   2.50 -18.16   2.92   2.62  -3.52  -0.49  -0.48  -8.05   1.18   0.24   0.91  -3.21  -0.83  -4.57  -1.43
200405  -2.11   2.25 -12.61   0.78   0.44   1.52   0.04  -0.38   0.62  -4.65   2.22   5.78   2.16   1.07  -2.90   0.91   5.25   6.63   0.56   1.25  -2.89   2.05   6.80   0.61   2.10   0.16   0.71  -3.03   1.86   3.45
200406   2.75  -0.22   6.03   3.50  -1.94   2.27   4.62  -0.38   5.43   3.04   1.58   9.40   5.99   6.73   5.30   8.95   2.31  13.81   5.26   2.03   0.60   3.47   1.28   5.22   6.20   2.88  -0.34  -0.44   0.60   5.00
200407  -5.02 -10.03  -3.75  -6.30  -4.33  -5.24  -5.12  -5.87  -3.32  -1.91  -3.52  -0.20  -6.19  -8.84  -3.65   0.95   2.19  -1.56   3.43   1.05  -1.33  -6.14 -10.22  -5.32  -4.48 -11.30  -3.41   2.42  -2.31   0.69
200408   0.16   1.87   3.19  -1.32   0.11   4.56   0.40   1.67   3.01   1.02   3.99  -0.27  -2.39   0.51  -3.41   0.02   7.38  -5.02  -1.30   3.67   1.30  -2.82  -6.01   0.16  -0.58  -2.44  -0.75  -2.59   3.14  -0.94
200409  -0.53  -7.90  -2.48   4.29   1.38  -2.90   2.85  -1.42   4.34   3.56   4.95   7.80   6.02   2.14   2.11   0.58   6.48   8.64   8.77   1.38   1.34   4.24   2.46   0.02   3.36   0.01   2.87   4.66   0.21   2.50
200410   3.74   1.08   2.84   2.42   2.27  -3.47   4.73  -2.40   0.47   6.27   0.79  -3.55  -0.95   2.90  -4.29  -2.35  -2.56  -0.45   0.65   4.25   3.35   4.25   5.47  -3.30   6.27   2.64   3.37   2.82   0.57   1.41
200411   3.28  -0.69  17.40   6.93   2.71   4.06   4.12   0.66   8.75   5.17   6.76  12.82   7.68   8.19   8.11   6.76   3.74  25.42   6.25   4.89   3.53   6.48   5.16   5.86   5.64   8.44   2.36   7.54   4.67   4.64
200412   5.04   4.36   7.48   7.73   1.37   4.15   5.82   5.66   2.83   4.21   6.06  -1.73   3.16   4.22   4.96   0.54  -2.62  -3.03  -2.27   2.48   4.28   3.22   3.04   3.60   3.77   5.89   2.99   5.08   4.23   3.39
200501  -0.08  -0.67   4.36  -4.61  -3.36  -1.26  -2.65  -4.05  -1.47  -3.30   3.16  -0.40  -5.09  -1.18  -8.00  -1.15  -2.71   4.55   2.94   1.78  -4.17  -5.72  -6.22  -3.26  -7.83  -2.72  -1.00   0.33  -2.12  -1.42
200502  -0.93   1.46   3.12  -1.07   0.15  -0.03   1.99   2.48   8.27   0.62   3.69   9.70   6.46   2.34  -0.33   4.25  11.24  14.13  19.47   2.35  -0.29  -1.53   1.83   2.41   2.59   3.08   0.35   1.24  -0.27  -0.64
200503  -1.19  -0.99   0.31  -0.64  -1.49  -0.59  -1.23  -0.41  -2.04  -6.46  -3.71  -7.45  -3.12  -2.61  -8.53   2.30  -5.84  -3.52  -3.50   0.64  -0.12  -2.14  -2.54  -0.55  -1.67  -1.85   0.45   0.18  -3.23   1.50
200504  -0.11   2.19  -1.34  -4.72  -3.02  -2.83  -7.36   3.95  -7.45  -5.95  -1.92  -9.76  -5.42  -7.95 -11.28  -0.85  -9.37  -6.14  -5.61   2.14  -1.98  -4.52  -4.25  -7.88  -5.48  -2.71  -5.74  -5.85  -0.92  -0.31
200505   1.93   2.41   3.18   4.34  -0.67   1.69   6.66   1.45   0.22   5.91   5.83   0.22   5.65   6.90  10.23   5.26   1.20  10.40   1.93   1.63   1.46   5.11  10.38   0.64   4.81   4.29   6.60   8.08   3.33   1.69
200506  -2.01  -3.93  -2.34  -0.88  -0.42  -2.53   5.96  -0.57  -0.95   1.71   3.64  -2.95   0.59  -2.85   2.97   0.13   4.80   7.18   5.70   5.57   0.17  -1.18  -1.15  -3.09  -3.42   1.54   3.08  -2.42   2.47  -3.02
200507   1.60   1.66   3.58   4.01   2.43   3.40   3.01   3.73   4.62   2.85   9.44  13.16  10.41   6.86   7.55   2.45   3.98  20.96   5.78   2.96   2.98   5.20   6.62   5.08   7.87   5.24   6.06   4.49   1.74  -0.30
200508  -1.58   0.48   4.54  -0.73   0.72  -1.04  -4.02  -0.33  -6.06  -2.18  -2.54  -0.77   0.82   0.31  -4.17  -0.06   2.89   8.75   5.61   1.23  -1.13   0.43  -1.23  -2.94  -3.47  -1.33  -6.58  -4.82  -1.45  -2.42
200509   0.65   0.55   4.74  -1.36  -3.40   1.30  -1.42  -1.95  -1.85  -4.56   2.55   3.06  -0.32   2.41  -6.43   1.53  14.33   9.44   7.20   4.38  -1.51  -0.05   1.43  -0.13   3.14   0.01  -2.14  -0.29   1.19   0.54
200510  -3.46   0.58   1.70  -2.72  -7.00  -3.28  -2.06  -3.25   2.34  -4.06  -8.83  -4.35  -4.62  -4.14  -6.65  -4.49  -6.12  -9.86 -10.18  -6.85  -3.10   1.58  -4.48   0.63   3.01  -1.90   2.29   0.16   2.52   0.38
